blind_id,instance_id,model_blind,ambiguous_sentence,ambiguity_side,gold_reading_1,gold_reading_2,gold_readings_extra,continuation,human_label,notes
T3A-0319,52718,Model B,It is not clear that a one-size-fits-all approach is the best way to deal with the problem.,premise,It is not obvious whether a one-size-fits-all approach is the best way to deal with the problem.,It is difficult to realize that a one-size-fits-all approach is the best way to deal with the problem.,,People vary in their personalities and interests.,,
T3A-0108,83828,Model A,The man was trying to improve his health by exercising and eating better.,premise,The man was trying to improve his health only by exercising and eating better.,The man was trying to improve his health by exercising and eating better (among possibly other measures).,,The man bought 2 pounds of protein powder.,,
T3A-0174,57079,Model A,The United Nations has been accused of a failure to investigate the charges of human rights abuses.,premise,"The United Nations has been accused of a failure to investigate the charges of human rights abuses, which was its an obligation to do.","The United Nations has been accused of a failure to investigate the charges of human rights abuses, which may or may not have been their obligation.",,Is the answer of the questionYes.,,
T3A-0665,37201,Model B,I'm not very concerned about it.,premise,"I'm not particularly concerned about it, though I am a bit concerned.",I'm not concerned about it.,,10 years is a long lifetime to game.,,
T3A-0639,88_c,Model B,Alice didn't need to lie.,premise,"Alice didn't need to lie, even though she had the option to.","Alice didn't need to lie, regardless of whether she could.",,"She retreated into being herself, just plain jane, whatnot.",,
T3A-0758,44932,Model A,It was not until the early hours of the morning that the true extent of the damage was known.,premise,"It was not until the early hours of the morning that the true extent of the damage was known, though it was known earlier that there was damage.","It was not until the early hours of the morning that the true extent of the damage was known, though it may have been known earlier that there was damage.",,The city was in ruins.,,
T3A-0323,81977,Model B,The fact that there are many different types of glass is evidence that it is a popular material.,premise,The fact that there are many different types of glass is evidence for the fact that it is a popular material.,The fact that there are many different types of glass is evidence for the hypothesis that it is a popular material.,,"No matter what you want to do with your windows, there is a type of glass that can suit your needs and help you achieve your goals.",,
T3A-0699,93445,Model B,"I'm afraid that if we don't take action soon, it will be too late.",premise,"I fear that if we don't take action soon, it will be too late.","I'm sorry to say that if we don't take action soon, it will be too late.",,すみません、お危ないいって止めたいもの *訛り です!,,
T3A-0930,68839,Model A,"If you have the correct tools, it's not difficult to fix the leaky faucet.",premise,"If you have the correct tools, it's not difficult to fix the leaky faucet; otherwise, it is difficult.","If you have the correct tools, it's not difficult to fix the leaky faucet; though it may not be difficult without tools, either.",,"First, you need to stop the water supply to the kitchen by shutting off the water valve.",,
T3A-0860,68445,Model A,They never suspected that their new babysitter was a murderer.,premise,They never saw it coming that their new babysitter was a murderer.,They never considered whether their new babysitter was a murderer.,,The moral of this story is that people shouldn't be too trusting.,,
T3A-0771,94969,Model B,I always feel more comfortable when I am at home.,premise,I always feel more comfortable when I am at home than anywhere else.,I always feel very comfortable when I am at home.,,"Actually, SUPER comfortable is more like it.",,
T3A-0441,95988,Model B,The novel has not been banned in many schools.,hypothesis,There are many schools where the novel has not been banned.,It is not the case that the novel has been banned in many schools.,,6.,,
T3A-0188,40614,Model A,This can lead to a number of problems.,premise,This can lead to more than one problem.,This can lead to many problems.,,"First, if you are looking at the game from one person to another, the line may be smoother and hard to see.",,
T3A-0063,72662,Model B,They're not close to a solution.,premise,They're far from a solution.,They're not quite close to a solution.,,"Months after the deadline, and they still can't get things together.",,
